site,path,status,exit_code,http_code,final_url,redirects,error,statuses,locations
forexfordynamics.com,/wp-admin/,ERROR,6,000,http://forexfordynamics.com/wp-admin/,0,Could not resolve host: forexfordynamics.com,,
taxiwebbooker.com,/st-beheer/,ERROR,6,000,http://taxiwebbooker.com/st-beheer/,0,Could not resolve host: taxiwebbooker.com,,
taxiwebbooker.com,/wp-admin/,ERROR,6,000,http://taxiwebbooker.com/wp-admin/,0,Could not resolve host: taxiwebbooker.com,,
hoffdakentimmerwerken.nl,/st-beheer/,ERROR,6,000,http://hoffdakentimmerwerken.nl/st-beheer/,0,Could not resolve host: hoffdakentimmerwerken.nl,,
hoffdakentimmerwerken.nl,/wp-admin/,ERROR,6,000,http://hoffdakentimmerwerken.nl/wp-admin/,0,Could not resolve host: hoffdakentimmerwerken.nl,,
hetwapenvanmedemblik.nl,/st-beheer/,ERROR,6,000,http://hetwapenvanmedemblik.nl/st-beheer/,0,Could not resolve host: hetwapenvanmedemblik.nl,,
hetwapenvanmedemblik.nl,/wp-admin/,ERROR,6,000,http://hetwapenvanmedemblik.nl/wp-admin/,0,Could not resolve host: hetwapenvanmedemblik.nl,,
becam.nl,/st-beheer/,ERROR,6,000,http://becam.nl/st-beheer/,0,Could not resolve host: becam.nl,,
becam.nl,/wp-admin/,ERROR,6,000,http://becam.nl/wp-admin/,0,Could not resolve host: becam.nl,,
postkrediet.nl,/st-beheer/,ERROR,6,000,http://postkrediet.nl/st-beheer/,0,Could not resolve host: postkrediet.nl,,
postkrediet.nl,/wp-admin/,ERROR,6,000,http://postkrediet.nl/wp-admin/,0,Could not resolve host: postkrediet.nl,,
nr7groep.nl,/st-beheer/,ERROR,6,000,http://nr7groep.nl/st-beheer/,0,Could not resolve host: nr7groep.nl,,
nr7groep.nl,/wp-admin/,ERROR,6,000,http://nr7groep.nl/wp-admin/,0,Could not resolve host: nr7groep.nl,,
nr7finance.nl,/st-beheer/,ERROR,6,000,http://nr7finance.nl/st-beheer/,0,Could not resolve host: nr7finance.nl,,
nr7finance.nl,/wp-admin/,ERROR,6,000,http://nr7finance.nl/wp-admin/,0,Could not resolve host: nr7finance.nl,,
moneycare.nl,/st-beheer/,ERROR,6,000,http://moneycare.nl/st-beheer/,0,Could not resolve host: moneycare.nl,,
moneycare.nl,/wp-admin/,ERROR,6,000,http://moneycare.nl/wp-admin/,0,Could not resolve host: moneycare.nl,,
salonannemieke.nl,/st-beheer/,ERROR,6,000,http://salonannemieke.nl/st-beheer/,0,Could not resolve host: salonannemieke.nl,,
salonannemieke.nl,/wp-admin/,ERROR,6,000,http://salonannemieke.nl/wp-admin/,0,Could not resolve host: salonannemieke.nl,,
raat.nl,/st-beheer/,ERROR,6,000,http://raat.nl/st-beheer/,0,Could not resolve host: raat.nl,,
raat.nl,/wp-admin/,ERROR,6,000,http://raat.nl/wp-admin/,0,Could not resolve host: raat.nl,,
finelines.nl,/st-beheer/,ERROR,6,000,http://finelines.nl/st-beheer/,0,Could not resolve host: finelines.nl,,
finelines.nl,/wp-admin/,ERROR,6,000,http://finelines.nl/wp-admin/,0,Could not resolve host: finelines.nl,,
tcwf.nl,/st-beheer/,ERROR,6,000,http://tcwf.nl/st-beheer/,0,Could not resolve host: tcwf.nl,,
tcwf.nl,/wp-admin/,ERROR,6,000,http://tcwf.nl/wp-admin/,0,Could not resolve host: tcwf.nl,,
senshake.nl,/st-beheer/,ERROR,6,000,http://senshake.nl/st-beheer/,0,Could not resolve host: senshake.nl,,
senshake.nl,/wp-admin/,ERROR,6,000,http://senshake.nl/wp-admin/,0,Could not resolve host: senshake.nl,,
cocorico.nl,/st-beheer/,ERROR,6,000,http://cocorico.nl/st-beheer/,0,Could not resolve host: cocorico.nl,,
